# Total Phase Data Center(tm) v6.61
# (c) 2005-2013 Total Phase, Inc.
# www.totalphase.com
#
# Thu Jun 04 17:47:52 2015
#
# Level,Index,Dur,Len,Ep,Record,Summary
1,1379,2.833 us,3 B,01,   IN packet,69 98 30
1,1380,46.083 us,67 B,01,   DATA1 packet,4B EF 11 E6 11 F9 11 F8 11 EE 11 FB 11 F5 11 F8 11 FF 11 0B 12 09 12 F7…
1,1381,1.500 us,1 B,01,   ACK packet,D2
0,1382,51.250 us,64 B,01,IN txn,09 12 06 12 0A 12 07 12 10 12 09 12 0D 12 11 12 06 12 0E 12 FD 11 FB 11…
1,1383,2.833 us,3 B,01,   IN packet,69 98 30
1,1384,45.833 us,67 B,01,   DATA0 packet,C3 09 12 06 12 0A 12 07 12 10 12 09 12 0D 12 11 12 06 12 0E 12 FD 11 FB…
1,1385,1.500 us,1 B,01,   ACK packet,D2
0,1386,2.833 us,,,[1 SOF],[Frame: 2005] 
0,1387,51.083 us,64 B,01,IN txn,04 12 FB 11 0B 12 07 12 02 12 0D 12 09 12 0C 12 02 12 04 12 04 12 FD 11…
1,1388,2.833 us,3 B,01,   IN packet,69 98 30
1,1389,45.666 us,67 B,01,   DATA1 packet,4B 04 12 FB 11 0B 12 07 12 02 12 0D 12 09 12 0C 12 02 12 04 12 04 12 FD…
1,1390,1.500 us,1 B,01,   ACK packet,D2
0,1391,51.083 us,64 B,01,IN txn,CE 11 C1 11 B5 11 C8 11 BF 11 C1 11 B5 11 AE 11 B9 11 A3 11 CA 11 C3 11…
1,1392,2.833 us,3 B,01,   IN packet,69 98 30
1,1393,45.666 us,67 B,01,   DATA0 packet,C3 CE 11 C1 11 B5 11 C8 11 BF 11 C1 11 B5 11 AE 11 B9 11 A3 11 CA 11 C3…
1,1394,1.500 us,1 B,01,   ACK packet,D2
0,1395,50.916 us,64 B,01,IN txn,A3 11 A5 11 9B 11 91 11 94 11 A3 11 9E 11 9A 11 8A 11 83 11 88 11 96 11…
1,1396,2.833 us,3 B,01,   IN packet,69 98 30
1,1397,45.500 us,67 B,01,   DATA1 packet,4B A3 11 A5 11 9B 11 91 11 94 11 A3 11 9E 11 9A 11 8A 11 83 11 88 11 96…
1,1398,1.500 us,1 B,01,   ACK packet,D2
0,1399,50.916 us,64 B,01,IN txn,57 11 54 11 46 11 57 11 47 11 4E 11 4A 11 59 11 56 11 63 11 73 11 67 11…
1,1400,2.833 us,3 B,01,   IN packet,69 98 30
1,1401,45.500 us,67 B,01,   DATA0 packet,C3 57 11 54 11 46 11 57 11 47 11 4E 11 4A 11 59 11 56 11 63 11 73 11 67…
1,1402,1.500 us,1 B,01,   ACK packet,D2
0,1403,50.916 us,64 B,01,IN txn,3C 11 39 11 30 11 26 11 1E 11 0D 11 0A 11 EA 10 F5 10 EF 10 DA 10 DC 10…
1,1404,2.833 us,3 B,01,   IN packet,69 98 30
1,1405,45.500 us,67 B,01,   DATA1 packet,4B 3C 11 39 11 30 11 26 11 1E 11 0D 11 0A 11 EA 10 F5 10 EF 10 DA 10 DC…
1,1406,1.500 us,1 B,01,   ACK packet,D2
0,1407,50.916 us,64 B,01,IN txn,7C 10 7D 10 8B 10 83 10 7B 10 80 10 80 10 82 10 80 10 7D 10 6B 10 6D 10…
1,1408,2.833 us,3 B,01,   IN packet,69 98 30
1,1409,45.500 us,67 B,01,   DATA0 packet,C3 7C 10 7D 10 8B 10 83 10 7B 10 80 10 80 10 82 10 80 10 7D 10 6B 10 6D…
1,1410,1.500 us,1 B,01,   ACK packet,D2
0,1411,51.000 us,64 B,01,IN txn,A7 10 C0 10 C2 10 C2 10 E4 10 E6 10 F8 10 09 11 FB 10 03 11 03 11 0A 11…
1,1412,2.833 us,3 B,01,   IN packet,69 98 30
1,1413,45.583 us,67 B,01,   DATA1 packet,4B A7 10 C0 10 C2 10 C2 10 E4 10 E6 10 F8 10 09 11 FB 10 03 11 03 11 0A…
1,1414,1.500 us,1 B,01,   ACK packet,D2
0,1415,51.000 us,64 B,01,IN txn,61 11 64 11 6D 11 77 11 76 11 7E 11 83 11 71 11 75 11 6A 11 5F 11 64 11…
1,1416,2.833 us,3 B,01,   IN packet,69 98 30
1,1417,45.583 us,67 B,01,   DATA0 packet,C3 61 11 64 11 6D 11 77 11 76 11 7E 11 83 11 71 11 75 11 6A 11 5F 11 64…
1,1418,1.500 us,1 B,01,   ACK packet,D2
0,1419,51.083 us,64 B,01,IN txn,10 11 02 11 FB 10 E6 10 E4 10 D7 10 D3 10 C3 10 B6 10 A9 10 8F 10 6F 10…
1,1420,2.833 us,3 B,01,   IN packet,69 98 30
1,1421,45.666 us,67 B,01,   DATA1 packet,4B 10 11 02 11 FB 10 E6 10 E4 10 D7 10 D3 10 C3 10 B6 10 A9 10 8F 10 6F…
1,1422,1.500 us,1 B,01,   ACK packet,D2
0,1423,1.002.979 ms,,,[2 SOF],[Frames: 2006 - 2007] 
0,1424,50.791 us,64 B,01,OUT txn,C1 C0 00 00 04 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,1425,2.833 us,3 B,01,   OUT packet,E1 98 30
1,1426,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 04 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00…
1,1427,1.500 us,1 B,01,   ACK packet,D2
0,1428,65.750 us,64 B,01,IN txn   [1 POLL],C1 C0 00 00 23 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,1429,4.687 us,,01,   [1 IN-NAK],
1,1430,2.833 us,3 B,01,   IN packet,69 98 30
1,1431,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 23 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00…
1,1432,1.500 us,1 B,01,   ACK packet,D2
0,1433,50.854 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,1434,2.833 us,3 B,01,   OUT packet,E1 98 30
1,1435,45.583 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,1436,1.500 us,1 B,01,   ACK packet,D2
0,1437,2.833 us,,,[1 SOF],[Frame: 2008] 
0,1438,611.395 us,64 B,01,IN txn   [34 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,1439,551.104 us,,01,   [34 IN-NAK],
1,1440,2.812 us,3 B,01,   IN packet,69 98 30
1,1441,45.500 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,1442,1.479 us,1 B,01,   ACK packet,D2
0,1443,50.770 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,1444,2.812 us,3 B,01,   OUT packet,E1 98 30
1,1445,45.479 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,1446,1.500 us,1 B,01,   ACK packet,D2
0,1447,2.895 us,,,[1 SOF],[Frame: 2009] 
0,1448,649.562 us,64 B,01,IN txn   [32 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,1449,582.833 us,,01,   [32 IN-NAK],
1,1450,2.833 us,3 B,01,   IN packet,69 98 30
1,1451,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,1452,1.500 us,1 B,01,   ACK packet,D2
0,1453,50.791 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,1454,2.833 us,3 B,01,   OUT packet,E1 98 30
1,1455,45.500 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,1456,1.500 us,1 B,01,   ACK packet,D2
0,1457,2.916 us,,,[1 SOF],[Frame: 2010] 
0,1458,515.729 us,64 B,01,IN txn   [27 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,1459,454.937 us,,01,   [27 IN-NAK],
1,1460,2.812 us,3 B,01,   IN packet,69 98 30
1,1461,45.583 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,1462,1.479 us,1 B,01,   ACK packet,D2
0,1463,50.750 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,1464,2.812 us,3 B,01,   OUT packet,E1 98 30
1,1465,45.479 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,1466,1.479 us,1 B,01,   ACK packet,D2
0,1467,2.833 us,,,[1 SOF],[Frame: 2011] 
0,1468,641.062 us,64 B,01,IN txn   [42 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,1469,586.604 us,,01,   [42 IN-NAK],
1,1470,2.833 us,3 B,01,   IN packet,69 98 30
1,1471,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,1472,1.500 us,1 B,01,   ACK packet,D2
0,1473,2.916 us,,,[1 SOF],[Frame: 2012] 
0,1474,50.770 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,1475,2.833 us,3 B,01,   OUT packet,E1 98 30
1,1476,45.500 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 00 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00…
1,1477,1.500 us,1 B,01,   ACK packet,D2
0,1478,107.015.166 ms,,,[108 SOF],[Frames: 2013 - 72] 
0,1479,108.313.770 ms,64 B,01,IN txn   [7626 POLL],C1 C0 00 00 21 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,1480,108.252.375 ms,,01,   [7626 IN-NAK],
1,1481,2.812 us,3 B,01,   IN packet,69 98 30
1,1482,45.833 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00…
1,1483,1.479 us,1 B,01,   ACK packet,D2
0,1484,50.979 us,64 B,01,IN txn,4E 0E 27 0E 04 0E EE 0D CD 0D B3 0D 89 0D 80 0D 68 0D 49 0D 2E 0D 13 0D…
1,1485,2.812 us,3 B,01,   IN packet,69 98 30
1,1486,45.583 us,67 B,01,   DATA0 packet,C3 4E 0E 27 0E 04 0E EE 0D CD 0D B3 0D 89 0D 80 0D 68 0D 49 0D 2E 0D 13…
1,1487,1.479 us,1 B,01,   ACK packet,D2
0,1488,51.062 us,64 B,01,IN txn,FC 0B F2 0B E2 0B DC 0B CE 0B CC 0B CA 0B B3 0B B3 0B A8 0B 94 0B 97 0B…
1,1489,2.812 us,3 B,01,   IN packet,69 98 30
1,1490,45.666 us,67 B,01,   DATA1 packet,4B FC 0B F2 0B E2 0B DC 0B CE 0B CC 0B CA 0B B3 0B B3 0B A8 0B 94 0B 97…
1,1491,1.479 us,1 B,01,   ACK packet,D2
0,1492,50.895 us,64 B,01,IN txn,15 0B 25 0B 14 0B 25 0B 1B 0B 22 0B 1E 0B 19 0B 0E 0B 14 0B 0C 0B 07 0B…
1,1493,2.812 us,3 B,01,   IN packet,69 98 30
1,1494,45.500 us,67 B,01,   DATA0 packet,C3 15 0B 25 0B 14 0B 25 0B 1B 0B 22 0B 1E 0B 19 0B 0E 0B 14 0B 0C 0B 07…
1,1495,1.479 us,1 B,01,   ACK packet,D2
0,1496,50.979 us,64 B,01,IN txn,C9 0A CA 0A CA 0A C9 0A C8 0A BB 0A BD 0A C5 0A BE 0A B9 0A CC 0A BE 0A…
1,1497,2.812 us,3 B,01,   IN packet,69 98 30
1,1498,45.583 us,67 B,01,   DATA1 packet,4B C9 0A CA 0A CA 0A C9 0A C8 0A BB 0A BD 0A C5 0A BE 0A B9 0A CC 0A BE…
1,1499,1.479 us,1 B,01,   ACK packet,D2
0,1500,50.895 us,64 B,01,IN txn,C2 0A C2 0A C9 0A C6 0A BD 0A CD 0A C4 0A C4 0A C8 0A BE 0A CA 0A C5 0A…
1,1501,2.812 us,3 B,01,   IN packet,69 98 30
1,1502,45.500 us,67 B,01,   DATA0 packet,C3 C2 0A C2 0A C9 0A C6 0A BD 0A CD 0A C4 0A C4 0A C8 0A BE 0A CA 0A C5…
1,1503,1.479 us,1 B,01,   ACK packet,D2
0,1504,50.895 us,64 B,01,IN txn,90 0A 82 0A 90 0A 81 0A 76 0A 73 0A 7B 0A 83 0A 6A 0A 78 0A 6E 0A 79 0A…
1,1505,2.812 us,3 B,01,   IN packet,69 98 30
1,1506,45.500 us,67 B,01,   DATA1 packet,4B 90 0A 82 0A 90 0A 81 0A 76 0A 73 0A 7B 0A 83 0A 6A 0A 78 0A 6E 0A 79…
1,1507,1.479 us,1 B,01,   ACK packet,D2
0,1508,50.895 us,64 B,01,IN txn,64 0A 6E 0A 65 0A 5D 0A 64 0A 69 0A 6C 0A 60 0A 5E 0A 4E 0A 55 0A 6C 0A…
1,1509,2.812 us,3 B,01,   IN packet,69 98 30
1,1510,45.500 us,67 B,01,   DATA0 packet,C3 64 0A 6E 0A 65 0A 5D 0A 64 0A 69 0A 6C 0A 60 0A 5E 0A 4E 0A 55 0A 6C…
1,1511,1.500 us,1 B,01,   ACK packet,D2
0,1512,50.916 us,64 B,01,IN txn,77 0A 69 0A 6F 0A 71 0A 76 0A 79 0A 79 0A 7B 0A 76 0A 63 0A 7C 0A 7A 0A…
1,1513,2.833 us,3 B,01,   IN packet,69 98 30
1,1514,45.479 us,67 B,01,   DATA1 packet,4B 77 0A 69 0A 6F 0A 71 0A 76 0A 79 0A 79 0A 7B 0A 76 0A 63 0A 7C 0A 7A…
1,1515,1.500 us,1 B,01,   ACK packet,D2
0,1516,2.833 us,,,[1 SOF],[Frame: 73] 
0,1517,50.916 us,64 B,01,IN txn,75 0A 79 0A 7B 0A 76 0A 82 0A 7D 0A 84 0A 79 0A 85 0A 82 0A 84 0A 83 0A…
1,1518,2.833 us,3 B,01,   IN packet,69 98 30
1,1519,45.500 us,67 B,01,   DATA0 packet,C3 75 0A 79 0A 7B 0A 76 0A 82 0A 7D 0A 84 0A 79 0A 85 0A 82 0A 84 0A 83…
1,1520,1.500 us,1 B,01,   ACK packet,D2
0,1521,51.166 us,64 B,01,IN txn,F8 09 F7 09 F0 09 EF 09 E2 09 E3 09 EC 09 DD 09 D3 09 D3 09 DB 09 D9 09…
1,1522,2.833 us,3 B,01,   IN packet,69 98 30
1,1523,45.750 us,67 B,01,   DATA1 packet,4B F8 09 F7 09 F0 09 EF 09 E2 09 E3 09 EC 09 DD 09 D3 09 D3 09 DB 09 D9…
1,1524,1.500 us,1 B,01,   ACK packet,D2
0,1525,52.000 us,64 B,01,IN txn,F7 09 F8 09 EE 09 FC 09 F4 09 F1 09 FA 09 F5 09 FA 09 FE 09 FF 09 F9 09…
1,1526,2.833 us,3 B,01,   IN packet,69 98 30
1,1527,46.583 us,67 B,01,   DATA0 packet,C3 F7 09 F8 09 EE 09 FC 09 F4 09 F1 09 FA 09 F5 09 FA 09 FE 09 FF 09 F9…
1,1528,1.500 us,1 B,01,   ACK packet,D2
0,1529,50.916 us,64 B,01,IN txn,0E 0A 14 0A 25 0A 28 0A 20 0A 32 0A 36 0A 45 0A 50 0A 55 0A 50 0A 5F 0A…
1,1530,2.833 us,3 B,01,   IN packet,69 98 30
1,1531,45.479 us,67 B,01,   DATA1 packet,4B 0E 0A 14 0A 25 0A 28 0A 20 0A 32 0A 36 0A 45 0A 50 0A 55 0A 50 0A 5F…
1,1532,1.500 us,1 B,01,   ACK packet,D2
0,1533,50.916 us,64 B,01,IN txn,CA 0A CA 0A B9 0A C4 0A D8 0A CF 0A DE 0A E1 0A EC 0A F2 0A F5 0A FA 0A…
1,1534,2.833 us,3 B,01,   IN packet,69 98 30
1,1535,45.500 us,67 B,01,   DATA0 packet,C3 CA 0A CA 0A B9 0A C4 0A D8 0A CF 0A DE 0A E1 0A EC 0A F2 0A F5 0A FA…
1,1536,1.500 us,1 B,01,   ACK packet,D2
0,1537,51.333 us,64 B,01,IN txn,9A 0B 9B 0B AA 0B B3 0B B0 0B C2 0B BF 0B C8 0B D8 0B D9 0B D9 0B D7 0B…
1,1538,2.833 us,3 B,01,   IN packet,69 98 30
1,1539,45.916 us,67 B,01,   DATA1 packet,4B 9A 0B 9B 0B AA 0B B3 0B B0 0B C2 0B BF 0B C8 0B D8 0B D9 0B D9 0B D7…
1,1540,1.500 us,1 B,01,   ACK packet,D2
0,1541,51.000 us,64 B,01,IN txn,87 0C 87 0C 94 0C 93 0C 96 0C 9E 0C A6 0C AB 0C A4 0C A5 0C B3 0C BC 0C…
1,1542,2.833 us,3 B,01,   IN packet,69 98 30
1,1543,45.583 us,67 B,01,   DATA0 packet,C3 87 0C 87 0C 94 0C 93 0C 96 0C 9E 0C A6 0C AB 0C A4 0C A5 0C B3 0C BC…
1,1544,1.500 us,1 B,01,   ACK packet,D2
0,1545,50.916 us,64 B,01,IN txn,5E 0D 5B 0D 72 0D 69 0D 77 0D 75 0D 8C 0D 8D 0D 94 0D A0 0D A2 0D A8 0D…
1,1546,2.833 us,3 B,01,   IN packet,69 98 30
1,1547,45.500 us,67 B,01,   DATA1 packet,4B 5E 0D 5B 0D 72 0D 69 0D 77 0D 75 0D 8C 0D 8D 0D 94 0D A0 0D A2 0D A8…
1,1548,1.500 us,1 B,01,   ACK packet,D2
0,1549,51.083 us,64 B,01,IN txn,F7 0D ED 0D F1 0D FA 0D 00 0E FE 0D 0F 0E 0F 0E 0B 0E 0C 0E 1D 0E 1C 0E…
1,1550,2.833 us,3 B,01,   IN packet,69 98 30
1,1551,45.666 us,67 B,01,   DATA0 packet,C3 F7 0D ED 0D F1 0D FA 0D 00 0E FE 0D 0F 0E 0F 0E 0B 0E 0C 0E 1D 0E 1C…
1,1552,1.500 us,1 B,01,   ACK packet,D2
0,1553,51.666 us,64 B,01,IN txn,1C 0F 2E 0F 35 0F 48 0F 46 0F 46 0F 51 0F 4D 0F 52 0F 5A 0F 60 0F 63 0F…
1,1554,2.833 us,3 B,01,   IN packet,69 98 30
1,1555,46.250 us,67 B,01,   DATA1 packet,4B 1C 0F 2E 0F 35 0F 48 0F 46 0F 46 0F 51 0F 4D 0F 52 0F 5A 0F 60 0F 63…
1,1556,1.500 us,1 B,01,   ACK packet,D2
0,1557,51.333 us,64 B,01,IN txn,FA 0F FF 0F 03 10 0F 10 07 10 07 10 FC 0F F8 0F 09 10 0B 10 1D 10 0E 10…
1,1558,2.833 us,3 B,01,   IN packet,69 98 30
1,1559,45.916 us,67 B,01,   DATA0 packet,C3 FA 0F FF 0F 03 10 0F 10 07 10 07 10 FC 0F F8 0F 09 10 0B 10 1D 10 0E…
1,1560,1.500 us,1 B,01,   ACK packet,D2
0,1561,51.000 us,64 B,01,IN txn,85 10 85 10 8C 10 93 10 7F 10 9F 10 9C 10 A1 10 AB 10 9D 10 AA 10 AF 10…
1,1562,2.833 us,3 B,01,   IN packet,69 98 30
1,1563,45.583 us,67 B,01,   DATA1 packet,4B 85 10 85 10 8C 10 93 10 7F 10 9F 10 9C 10 A1 10 AB 10 9D 10 AA 10 AF…
1,1564,1.500 us,1 B,01,   ACK packet,D2
0,1565,51.000 us,64 B,01,IN txn,F8 10 F2 10 06 11 0E 11 17 11 27 11 36 11 3D 11 4F 11 56 11 69 11 73 11…
1,1566,2.833 us,3 B,01,   IN packet,69 98 30
1,1567,45.583 us,67 B,01,   DATA0 packet,C3 F8 10 F2 10 06 11 0E 11 17 11 27 11 36 11 3D 11 4F 11 56 11 69 11 73…
1,1568,1.500 us,1 B,01,   ACK packet,D2
0,1569,51.583 us,64 B,01,IN txn,F2 11 EB 11 FB 11 FF 11 EB 11 F7 11 F0 11 FE 11 0B 12 08 12 04 12 FC 11…
1,1570,2.833 us,3 B,01,   IN packet,69 98 30
1,1571,46.145 us,67 B,01,   DATA1 packet,4B F2 11 EB 11 FB 11 FF 11 EB 11 F7 11 F0 11 FE 11 0B 12 08 12 04 12 FC…
1,1572,1.500 us,1 B,01,   ACK packet,D2
0,1573,51.333 us,64 B,01,IN txn,FD 11 07 12 09 12 09 12 13 12 05 12 0D 12 08 12 FE 11 0A 12 FE 11 FE 11…
1,1574,2.833 us,3 B,01,   IN packet,69 98 30
1,1575,45.895 us,67 B,01,   DATA0 packet,C3 FD 11 07 12 09 12 09 12 13 12 05 12 0D 12 08 12 FE 11 0A 12 FE 11 FE…
1,1576,1.500 us,1 B,01,   ACK packet,D2
0,1577,51.083 us,64 B,01,IN txn,07 12 FE 11 02 12 07 12 09 12 0D 12 12 12 04 12 08 12 0D 12 06 12 F8 11…
1,1578,2.833 us,3 B,01,   IN packet,69 98 30
1,1579,45.666 us,67 B,01,   DATA1 packet,4B 07 12 FE 11 02 12 07 12 09 12 0D 12 12 12 04 12 08 12 0D 12 06 12 F8…
1,1580,1.500 us,1 B,01,   ACK packet,D2
0,1581,2.833 us,,,[1 SOF],[Frame: 74] 
0,1582,50.916 us,64 B,01,IN txn,CD 11 BB 11 B2 11 C6 11 C3 11 BC 11 B5 11 AF 11 B9 11 AC 11 C3 11 C6 11…
1,1583,2.833 us,3 B,01,   IN packet,69 98 30
1,1584,45.500 us,67 B,01,   DATA0 packet,C3 CD 11 BB 11 B2 11 C6 11 C3 11 BC 11 B5 11 AF 11 B9 11 AC 11 C3 11 C6…
1,1585,1.500 us,1 B,01,   ACK packet,D2
0,1586,50.916 us,64 B,01,IN txn,A8 11 9F 11 9E 11 94 11 98 11 9B 11 A0 11 9F 11 89 11 81 11 88 11 96 11…
1,1587,2.833 us,3 B,01,   IN packet,69 98 30
1,1588,45.500 us,67 B,01,   DATA1 packet,4B A8 11 9F 11 9E 11 94 11 98 11 9B 11 A0 11 9F 11 89 11 81 11 88 11 96…
1,1589,1.500 us,1 B,01,   ACK packet,D2
0,1590,50.916 us,64 B,01,IN txn,5B 11 51 11 4E 11 52 11 48 11 53 11 50 11 57 11 5A 11 66 11 70 11 70 11…
1,1591,2.833 us,3 B,01,   IN packet,69 98 30
1,1592,45.500 us,67 B,01,   DATA0 packet,C3 5B 11 51 11 4E 11 52 11 48 11 53 11 50 11 57 11 5A 11 66 11 70 11 70…
1,1593,1.500 us,1 B,01,   ACK packet,D2
0,1594,50.979 us,64 B,01,IN txn,39 11 3E 11 38 11 26 11 14 11 0B 11 15 11 F5 10 FC 10 01 11 E0 10 DA 10…
1,1595,2.833 us,3 B,01,   IN packet,69 98 30
1,1596,45.583 us,67 B,01,   DATA1 packet,4B 39 11 3E 11 38 11 26 11 14 11 0B 11 15 11 F5 10 FC 10 01 11 E0 10 DA…
1,1597,1.479 us,1 B,01,   ACK packet,D2
0,1598,50.979 us,64 B,01,IN txn,81 10 82 10 89 10 83 10 71 10 7D 10 85 10 7F 10 7D 10 76 10 73 10 6B 10…
1,1599,2.812 us,3 B,01,   IN packet,69 98 30
1,1600,45.583 us,67 B,01,   DATA0 packet,C3 81 10 82 10 89 10 83 10 71 10 7D 10 85 10 7F 10 7D 10 76 10 73 10 6B…
1,1601,1.479 us,1 B,01,   ACK packet,D2
0,1602,51.062 us,64 B,01,IN txn,A9 10 C1 10 BF 10 C3 10 DD 10 EB 10 FC 10 01 11 06 11 03 11 03 11 0E 11…
1,1603,2.812 us,3 B,01,   IN packet,69 98 30
1,1604,45.666 us,67 B,01,   DATA1 packet,4B A9 10 C1 10 BF 10 C3 10 DD 10 EB 10 FC 10 01 11 06 11 03 11 03 11 0E…
1,1605,1.479 us,1 B,01,   ACK packet,D2
0,1606,51.062 us,64 B,01,IN txn,66 11 62 11 72 11 7A 11 79 11 87 11 7E 11 7A 11 6F 11 65 11 65 11 5D 11…
1,1607,2.812 us,3 B,01,   IN packet,69 98 30
1,1608,45.666 us,67 B,01,   DATA0 packet,C3 66 11 62 11 72 11 7A 11 79 11 87 11 7E 11 7A 11 6F 11 65 11 65 11 5D…
1,1609,1.479 us,1 B,01,   ACK packet,D2
0,1610,51.145 us,64 B,01,IN txn,0B 11 04 11 F7 10 E8 10 EA 10 E0 10 D5 10 C2 10 B9 10 A5 10 94 10 75 10…
1,1611,2.812 us,3 B,01,   IN packet,69 98 30
1,1612,45.750 us,67 B,01,   DATA1 packet,4B 0B 11 04 11 F7 10 E8 10 EA 10 E0 10 D5 10 C2 10 B9 10 A5 10 94 10 75…
1,1613,1.479 us,1 B,01,   ACK packet,D2
0,1614,3.003.208 ms,,,[4 SOF],[Frames: 75 - 78] 
0,1615,50.791 us,64 B,01,OUT txn,C1 C0 00 00 04 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,1616,2.812 us,3 B,01,   OUT packet,E1 98 30
1,1617,45.479 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 04 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00…
1,1618,1.500 us,1 B,01,   ACK packet,D2
0,1619,50.895 us,64 B,01,IN txn,C1 C0 00 00 23 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,1620,2.812 us,3 B,01,   IN packet,69 98 30
1,1621,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 23 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00…
1,1622,1.479 us,1 B,01,   ACK packet,D2
0,1623,50.854 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,1624,2.833 us,3 B,01,   OUT packet,E1 98 30
1,1625,45.583 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,1626,1.500 us,1 B,01,   ACK packet,D2
0,1627,2.833 us,,,[1 SOF],[Frame: 79] 
0,1628,622.479 us,64 B,01,IN txn   [30 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,1629,561.750 us,,01,   [30 IN-NAK],
1,1630,2.833 us,3 B,01,   IN packet,69 98 30
1,1631,45.500 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,1632,1.500 us,1 B,01,   ACK packet,D2
0,1633,50.770 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,1634,2.833 us,3 B,01,   OUT packet,E1 98 30
1,1635,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,1636,1.500 us,1 B,01,   ACK packet,D2
0,1637,2.812 us,,,[1 SOF],[Frame: 80] 
0,1638,680.312 us,64 B,01,IN txn   [34 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,1639,516.770 us,,01,   [34 IN-NAK],
1,1640,2.833 us,3 B,01,   IN packet,69 98 30
