# CIE standard illuminant D55, mid-morning/mid-afternoon daylight, at 5nm resolution
380 32.58
385 35.34
390 38.09
395 49.52
400 60.95
405 64.75
410 68.55
415 70.07
420 71.58
425 69.75
430 67.91
435 76.76
440 85.61
445 91.80
450 97.99
455 99.23
460 100.46
465 100.19
470 99.91
475 101.33
480 102.74
485 100.41
490 98.08
495 99.38
500 100.68
505 100.69
510 100.70
515 100.34
520 99.99
525 102.10
530 104.21
535 103.16
540 102.10
545 102.53
550 102.97
555 101.48
560 100.00
565 98.61
570 97.22
575 97.48
580 97.75
585 94.59
590 91.43
595 92.93
600 94.42
605 94.78
610 95.14
615 94.68
620 94.22
625 92.33
630 90.45
635 91.39
640 92.33
645 90.59
650 88.85
655 89.59
660 90.32
665 92.13
670 93.95
675 91.95
680 89.96
685 84.82
690 79.68
695 81.26
700 82.84
705 83.84
710 84.84
715 77.54
720 70.24
725 74.77
730 79.30
735 82.15
740 84.99
745 78.44
750 71.88
755 62.34
760 52.79
765 64.36
770 75.93
775 73.87
780 71.82
